model,case_id,domain,context_length,actual_context_length,depth,seed,answer,policy,policy_type,key_bits,value_bits,protected_key_bits,protected_layers,residual_window,found,status,response_excerpt,topk_k,kv_saving,runtime_s,tok_per_s,peak_gpu_gb
Qwen2.5-14B,math_ctx4096_d10_s0,math,4096,4086,10,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.9494,9.4796,28.7425
Qwen2.5-14B,math_ctx4096_d10_s0,math,4096,4086,10,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,AURORA-7749,,84.0022,2.7685,3.2508,28.8447
Qwen2.5-14B,math_ctx4096_d10_s0,math,4096,4086,10,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,AURORA-7749,,77.9479,6.6192,1.3597,29.1515
Qwen2.5-14B,math_ctx4096_d10_s0,math,4096,4086,10,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,65.8395,17.1384,0.5251,30.6882
Qwen2.5-14B,math_ctx4096_d10_s0,math,4096,4086,10,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,59.7853,21.3811,0.4209,30.7298
Qwen2.5-14B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.8796,10.2324,28.7423
Qwen2.5-14B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,NEBULA-3186,,84.0015,2.6103,3.4479,28.8446
Qwen2.5-14B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,NEBULA-3186,,77.9473,6.6517,1.353,29.1515
Qwen2.5-14B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,65.839,17.1626,0.5244,30.688
Qwen2.5-14B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,59.7848,21.2181,0.4242,30.7305
Qwen2.5-14B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.8774,10.258,28.7423
Qwen2.5-14B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,AURORA-749,,84.0015,2.4082,3.322,28.8446
Qwen2.5-14B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,AURORA-7749,,77.9473,6.6085,1.3619,29.1515
Qwen2.5-14B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,65.839,17.1651,0.5243,30.688
Qwen2.5-14B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,59.7848,21.185,0.4248,30.7305
Qwen2.5-14B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.8779,10.2514,28.7423
Qwen2.5-14B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,NEBULA-3186,,84.0015,2.6076,3.4514,28.8446
Qwen2.5-14B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,NEBULA-3186,,77.9473,6.6166,1.3602,29.1515
Qwen2.5-14B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,65.839,17.1474,0.5249,30.688
Qwen2.5-14B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,59.7848,21.1819,0.4249,30.7305
Qwen2.5-14B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.8778,10.2533,28.7425
Qwen2.5-14B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,Aurora7749,,84.0022,2.4074,3.3231,28.8447
Qwen2.5-14B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,AURORA-7749,,77.9479,6.621,1.3593,29.1515
Qwen2.5-14B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,65.8395,17.15,0.5248,30.6882
Qwen2.5-14B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,59.7853,21.1421,0.4257,30.7298
Qwen2.5-14B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.8756,10.2784,28.7423
Qwen2.5-14B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,NEBULA-3186,,84.0015,2.5997,3.462,28.8446
Qwen2.5-14B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,NEBULA-3186,,77.9473,6.6143,1.3607,29.1515
Qwen2.5-14B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,65.839,17.1215,0.5257,30.688
Qwen2.5-14B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,59.7848,21.1665,0.4252,30.7305
Qwen2.5-14B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,1.2302,7.3156,29.3547
Qwen2.5-14B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,AURORA-7749,,84.9089,3.0476,2.9531,29.5141
Qwen2.5-14B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,AURORA-7749,,78.7893,7.0928,1.2689,29.9755
Qwen2.5-14B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.5502,17.6958,0.5086,32.3113
Qwen2.5-14B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.4306,21.7369,0.414,32.3775
Qwen2.5-14B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,1.2242,7.3517,29.3548
Qwen2.5-14B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,"NEBULA-3186 However, following your instruction closely, here is just the code n",,84.9092,30.1527,1.9235,30.2708
Qwen2.5-14B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,NEBULA-3186,,78.7896,7.0959,1.2683,29.977
Qwen2.5-14B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.5504,17.7122,0.5081,32.3142
Qwen2.5-14B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.4308,21.7144,0.4145,32.3792
Qwen2.5-14B,math_ctx6144_d50_s0,math,6144,6134,50,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,1.2243,7.3513,29.3548
Qwen2.5-14B,math_ctx6144_d50_s0,math,6144,6134,50,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,"AURORA-7749 Actually, based on the document provided, the correct code name is: ",,84.9092,11.6836,2.7389,29.6543
Qwen2.5-14B,math_ctx6144_d50_s0,math,6144,6134,50,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,AURORA-7749,,78.7896,7.0679,1.2734,29.977
Qwen2.5-14B,math_ctx6144_d50_s0,math,6144,6134,50,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.5504,17.6745,0.5092,32.3142
Qwen2.5-14B,math_ctx6144_d50_s0,math,6144,6134,50,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.4308,21.7988,0.4129,32.3792
Qwen2.5-14B,math_ctx6144_d50_s1,math,6144,6134,50,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,1.2212,7.3699,29.3548
Qwen2.5-14B,math_ctx6144_d50_s1,math,6144,6134,50,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,NEBULA-3186,,84.9092,3.0443,2.9563,29.5148
Qwen2.5-14B,math_ctx6144_d50_s1,math,6144,6134,50,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,NEBULA-3186,,78.7896,7.0812,1.271,29.977
Qwen2.5-14B,math_ctx6144_d50_s1,math,6144,6134,50,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.5504,17.7134,0.5081,32.3142
Qwen2.5-14B,math_ctx6144_d50_s1,math,6144,6134,50,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.4308,21.7199,0.4144,32.3792
Qwen2.5-14B,math_ctx6144_d90_s0,math,6144,6134,90,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,1.2233,7.3572,29.3548
Qwen2.5-14B,math_ctx6144_d90_s0,math,6144,6134,90,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,AURORA-7749,,84.9092,3.046,2.9547,29.5148
Qwen2.5-14B,math_ctx6144_d90_s0,math,6144,6134,90,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,AURORA-7749,,78.7896,7.074,1.2723,29.977
Qwen2.5-14B,math_ctx6144_d90_s0,math,6144,6134,90,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.5504,17.6435,0.5101,32.3142
Qwen2.5-14B,math_ctx6144_d90_s0,math,6144,6134,90,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.4308,21.7441,0.4139,32.3792
Qwen2.5-14B,math_ctx6144_d90_s1,math,6144,6134,90,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,1.2192,7.3819,29.3548
Qwen2.5-14B,math_ctx6144_d90_s1,math,6144,6134,90,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,NEBULA-3186 It seems there was a discrepancy in the provided code name. Based on,,84.9092,18.2304,2.3587,29.9151
Qwen2.5-14B,math_ctx6144_d90_s1,math,6144,6134,90,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,NEBULA-3186,,78.7896,7.0593,1.2749,29.977
Qwen2.5-14B,math_ctx6144_d90_s1,math,6144,6134,90,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.5504,17.7139,0.5081,32.3142
Qwen2.5-14B,math_ctx6144_d90_s1,math,6144,6134,90,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.4308,21.7351,0.4141,32.3792
Qwen2.5-14B,math_ctx8192_d10_s0,math,8192,8182,10,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,1.5976,5.6335,29.9672
Qwen2.5-14B,math_ctx8192_d10_s0,math,8192,8182,10,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,"AURORA-7749 Given the context, the relevant detail is ""— Internal Memo — The sec",,85.3621,26.0642,1.9951,30.5883
Qwen2.5-14B,math_ctx8192_d10_s0,math,8192,8182,10,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,AURORA-7749,,79.2099,7.5894,1.1859,30.7968
Qwen2.5-14B,math_ctx8192_d10_s0,math,8192,8182,10,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.9054,18.2901,0.4921,33.9276
Qwen2.5-14B,math_ctx8192_d10_s0,math,8192,8182,10,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.7532,22.3629,0.4025,34.0154
Qwen2.5-14B,math_ctx8192_d10_s1,math,8192,8182,10,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,1.5989,5.6289,29.9672
Qwen2.5-14B,math_ctx8192_d10_s1,math,8192,8182,10,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,NEBULA-3186,,85.3621,3.5406,2.542,30.1727
Qwen2.5-14B,math_ctx8192_d10_s1,math,8192,8182,10,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,NEBULA-3186,,79.2099,7.6065,1.1832,30.7968
Qwen2.5-14B,math_ctx8192_d10_s1,math,8192,8182,10,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.9054,18.255,0.493,33.9276
Qwen2.5-14B,math_ctx8192_d10_s1,math,8192,8182,10,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.7532,22.3575,0.4025,34.0154
Qwen2.5-14B,math_ctx8192_d50_s0,math,8192,8182,50,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,1.6019,5.6184,29.9672
Qwen2.5-14B,math_ctx8192_d50_s0,math,8192,8182,50,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,AURORA-7749,,85.3621,3.5421,2.5409,30.1727
Qwen2.5-14B,math_ctx8192_d50_s0,math,8192,8182,50,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,AURORA-7749,,79.2099,7.5829,1.1869,30.7968
Qwen2.5-14B,math_ctx8192_d50_s0,math,8192,8182,50,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.9054,18.3076,0.4916,33.9276
Qwen2.5-14B,math_ctx8192_d50_s0,math,8192,8182,50,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.7532,22.3846,0.4021,34.0154
Qwen2.5-14B,math_ctx8192_d50_s1,math,8192,8181,50,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,1.6009,5.6217,29.967
Qwen2.5-14B,math_ctx8192_d50_s1,math,8192,8181,50,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,NEBULA-3186,,85.3619,3.531,2.5489,30.1727
Qwen2.5-14B,math_ctx8192_d50_s1,math,8192,8181,50,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,NEBULA-3186,,79.2097,7.5896,1.1858,30.7967
Qwen2.5-14B,math_ctx8192_d50_s1,math,8192,8181,50,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.9053,18.289,0.4921,33.9276
Qwen2.5-14B,math_ctx8192_d50_s1,math,8192,8181,50,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.7531,22.3626,0.4025,34.0152
Qwen2.5-14B,math_ctx8192_d90_s0,math,8192,8182,90,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,1.6021,5.6177,29.9672
Qwen2.5-14B,math_ctx8192_d90_s0,math,8192,8182,90,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,AURORA-7749,,85.3621,3.5416,2.5412,30.1727
Qwen2.5-14B,math_ctx8192_d90_s0,math,8192,8182,90,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,AURORA-7749,,79.2099,7.6164,1.1817,30.7968
Qwen2.5-14B,math_ctx8192_d90_s0,math,8192,8182,90,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.9054,18.2773,0.4924,33.9276
Qwen2.5-14B,math_ctx8192_d90_s0,math,8192,8182,90,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.7532,22.4244,0.4013,34.0154
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,1.6016,5.6194,29.967
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,"NEbULA3186 Given the format requested and standardizing the capitalization, the ",,85.3619,13.5851,2.5027,30.1727
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,NEBULA-3186,,79.2097,7.5904,1.1857,30.7967
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.9053,18.295,0.4919,33.9276
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.7531,22.3815,0.4021,34.0152
Qwen2.5-14B,literature_ctx4096_d10_s0,literature,4096,4085,10,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.881,10.2159,28.7423
Qwen2.5-14B,literature_ctx4096_d10_s0,literature,4096,4085,10,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,AURORA-7749,,84.0015,2.6081,3.4508,28.8446
Qwen2.5-14B,literature_ctx4096_d10_s0,literature,4096,4085,10,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,AURORA-7749,,77.9473,6.6221,1.3591,29.1515
Qwen2.5-14B,literature_ctx4096_d10_s0,literature,4096,4085,10,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,65.839,17.1944,0.5234,30.688
Qwen2.5-14B,literature_ctx4096_d10_s0,literature,4096,4085,10,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,59.7848,21.153,0.4255,30.7305
Qwen2.5-14B,literature_ctx4096_d10_s1,literature,4096,4085,10,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.8795,10.2335,28.7423
Qwen2.5-14B,literature_ctx4096_d10_s1,literature,4096,4085,10,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,NEBULA-3186,,84.0015,2.6124,3.4452,28.8446
Qwen2.5-14B,literature_ctx4096_d10_s1,literature,4096,4085,10,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,NEBULA-3186,,77.9473,6.6105,1.3615,29.1515
Qwen2.5-14B,literature_ctx4096_d10_s1,literature,4096,4085,10,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,65.839,17.1293,0.5254,30.688
Qwen2.5-14B,literature_ctx4096_d10_s1,literature,4096,4085,10,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,59.7848,21.2041,0.4244,30.7305
Qwen2.5-14B,literature_ctx4096_d50_s0,literature,4096,4085,50,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.8772,10.2603,28.7423
Qwen2.5-14B,literature_ctx4096_d50_s0,literature,4096,4085,50,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,AURORA-7749,,84.0015,2.6082,3.4506,28.8446
Qwen2.5-14B,literature_ctx4096_d50_s0,literature,4096,4085,50,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,AURORA-7749,,77.9473,6.6015,1.3633,29.1515
Qwen2.5-14B,literature_ctx4096_d50_s0,literature,4096,4085,50,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,65.839,17.1532,0.5247,30.688
Qwen2.5-14B,literature_ctx4096_d50_s0,literature,4096,4085,50,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,59.7848,21.1535,0.4255,30.7305
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.877,10.2617,28.7425
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,NEBULA-318,,84.0022,2.4057,3.3255,28.8447
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,NEBULA-3186,,77.9479,6.6117,1.3612,29.1515
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,65.8395,17.162,0.5244,30.6882
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,59.7853,21.1491,0.4256,30.7298
Qwen2.5-14B,literature_ctx4096_d90_s0,literature,4096,4086,90,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.8771,10.2613,28.7425
Qwen2.5-14B,literature_ctx4096_d90_s0,literature,4096,4086,90,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,AURORA-7749,,84.0022,2.6064,3.453,28.8447
Qwen2.5-14B,literature_ctx4096_d90_s0,literature,4096,4086,90,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,AURORA-7749,,77.9479,6.6127,1.361,29.1515
Qwen2.5-14B,literature_ctx4096_d90_s0,literature,4096,4086,90,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,65.8395,17.0961,0.5264,30.6882
Qwen2.5-14B,literature_ctx4096_d90_s0,literature,4096,4086,90,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,59.7853,21.1734,0.4251,30.7298
Qwen2.5-14B,literature_ctx4096_d90_s1,literature,4096,4086,90,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.8764,10.2692,28.7425
Qwen2.5-14B,literature_ctx4096_d90_s1,literature,4096,4086,90,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,True,completed,NEBULA-3186,,84.0022,2.6037,3.4566,28.8447
Qwen2.5-14B,literature_ctx4096_d90_s1,literature,4096,4086,90,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,NEBULA-3186,,77.9479,6.5909,1.3655,29.1515
